,날짜,요일,날씨,유료합계,무료합계,총계,평균기온(℃),강수량(mm)
478,2019-04-24,수,구름 많음,1451,2024,3475,14.8,0.3
479,2019-04-25,목,비,5373,1496,6869,19.3,
480,2019-04-26,금,구름 많음,2315,1235,3550,20.4,0.0
481,2019-04-27,토,구름 조금,18863,4914,23777,19.5,4.1
482,2019-04-28,일,구름 많음,13786,4178,17964,13.2,11.3
483,2019-04-29,월,흐림,1437,1846,3283,8.4,4.9
484,2019-04-30,화,,3044,3789,6833,11.6,
485,2019-05-01,수,,19887,6440,26327,12.9,0.0
486,2019-05-02,목,,4446,2531,6977,13.0,
487,2019-05-03,금,맑음,6433,3156,9589,15.5,
488,2019-05-04,토,구름 조금,12766,4600,17366,,
489,2019-05-05,일,구름 조금,21667,21588,43255,16.4,
490,2019-05-06,월,맑음,21068,10802,31870,17.1,
491,2019-05-07,화,맑음,2780,1754,4534,17.9,
492,2019-05-08,수,구름 많음,1655,1919,3574,19.5,
493,2019-05-09,목,구름 조금,2488,3084,5572,19.2,
494,2019-05-10,금,구름 조금,4231,3470,7701,14.5,0.0
495,2019-05-11,토,,11954,5139,17093,15.0,
496,2019-05-12,일,,12681,4689,17370,15.6,
497,2019-05-13,월,,1443,1751,3194,16.6,
498,2019-05-14,화,,4041,2488,6529,17.8,
499,2019-05-15,수,구름 조금,3497,2597,6094,20.3,
500,2019-05-16,목,맑음,1861,3339,5200,21.6,
501,2019-05-17,금,구름 많음,5121,3824,8945,18.7,0.0
502,2019-05-18,토,,11712,4564,16276,19.6,
503,2019-05-19,일,,1467,1199,2666,20.7,
504,2019-05-20,월,,1905,1861,3766,23.5,
505,2019-05-21,화,,3939,3582,7521,23.6,
506,2019-05-22,수,구름 조금,2272,3847,6119,22.8,0.0
507,2019-05-23,목,,2621,3439,6060,19.4,22.0
508,2019-05-24,금,,4680,2573,7253,16.4,8.7
509,2019-05-25,토,,16707,6533,23240,17.2,
510,2019-05-26,일,,18780,6795,25575,19.5,
511,2019-05-27,월,흐림,473,689,1162,22.1,
512,2019-05-28,화,맑음,4240,5132,9372,24.2,
513,2019-05-29,수,맑음,4039,3987,8026,23.4,
514,2019-05-30,목,구름 많음,14773,4577,19350,24.5,
515,2019-05-31,금,구름 조금,4894,3865,8759,17.8,7.1
516,2019-06-01,토,구름 많음,19216,7148,26364,18.1,
517,2019-06-02,일,맑음,17606,7843,25449,20.3,
518,2019-06-03,월,맑음,3090,2966,6056,19.6,0.0
519,2019-06-04,화,,3196,3332,6528,19.1,
520,2019-06-05,수,,3815,3160,6975,18.9,
521,2019-06-06,목,,14809,7153,21962,21.1,
522,2019-06-07,금,흐림,1597,1015,2612,23.1,
523,2019-06-08,토,맑음,18388,8787,27175,22.6,
524,2019-06-09,일,비,9791,5734,15525,23.0,
525,2019-06-10,월,흐림,1241,1832,3073,21.2,7.5
526,2019-06-11,화,구름 많음,1674,3059,4733,20.0,35.3
527,2019-06-12,수,맑음,2592,2200,4792,21.9,
528,2019-06-13,목,맑음,1280,2081,3361,21.6,2.5
529,2019-06-14,금,구름 많음,1481,1960,3441,18.4,9.5
530,2019-06-15,토,비,8612,4312,12924,20.5,
531,2019-06-16,일,맑음,10391,4289,14680,21.5,
532,2019-06-17,월,맑음,1719,1428,3147,23.0,
533,2019-06-18,화,비,843,1242,2085,23.0,
534,2019-06-19,수,,917,1295,2212,21.9,2.1
535,2019-06-20,목,,1227,2044,3271,22.0,
536,2019-06-21,금,,1009,1448,2457,21.7,0.0
537,2019-06-22,토,,8684,3917,12601,20.8,13.8
538,2019-06-23,일,맑음,8066,3223,11289,21.4,0.2
539,2019-06-24,월,맑음,1807,1114,2921,22.7,
540,2019-06-25,화,맑음,810,1228,2038,22.1,0.2
541,2019-06-26,수,구름 많음,677,1277,1954,24.2,
542,2019-06-27,목,구름 많음,650,937,1587,25.0,
543,2019-06-28,금,소나기,16017,1109,17126,25.2,
544,2019-06-29,토,흐림,3108,1635,4743,25.6,
545,2019-06-30,일,,6680,2742,9422,25.5,0.0
546,2019-07-01,월,,975,1051,2026,25.5,1.4
547,2019-07-02,화,,806,1270,2076,24.7,0.0
548,2019-07-03,수,,715,831,1546,23.1,1.5
549,2019-07-04,목,맑음,712,959,1671,23.9,0.0
550,2019-07-05,금,맑음,655,689,1344,,
551,2019-07-06,토,맑음,2186,1461,3647,23.9,
552,2019-07-07,일,맑음,2564,1543,4107,24.4,
553,2019-07-08,월,구름 많음,726,714,1440,24.1,
554,2019-07-09,화,,710,1068,1778,25.4,
555,2019-07-10,수,,573,839,1412,27.6,0.0
556,2019-07-11,목,,557,543,1100,29.7,
557,2019-07-12,금,,1193,877,2070,26.7,
558,2019-07-13,토,흐림,4517,2697,7214,25.1,
559,2019-07-14,일,소나기,4001,2263,6264,25.0,
560,2019-07-15,월,소나기,476,584,1060,22.7,8.5
561,2019-07-16,화,,727,957,1684,21.9,2.9
562,2019-07-17,수,,648,691,1339,23.6,
563,2019-07-18,목,,1814,829,2643,24.9,0.0
564,2019-07-19,금,맑음,625,730,1355,25.9,
565,2019-07-20,토,비,1238,1230,2468,23.8,7.7
566,2019-07-21,일,흐림,1573,1339,2912,24.7,6.3
567,2019-07-22,월,구름 많음,786,643,1429,25.6,0.7
568,2019-07-23,화,소나기,592,778,1370,26.9,
569,2019-07-24,수,비,297,468,765,28.6,0.0
570,2019-07-25,목,흐림,238,392,630,28.0,1.1
571,2019-07-26,금,비,12550,154,12704,25.1,6.2
572,2019-07-27,토,흐림,1760,1074,2834,26.7,0.1
573,2019-07-28,일,비,494,650,1144,28.1,
574,2019-07-29,월,구름 많음,2020,901,2921,26.5,1.0
575,2019-07-30,화,소나기,1369,861,2230,26.3,9.7
576,2019-07-31,수,비,364,360,724,25.1,60.0
577,2019-08-01,목,,1862,1176,3038,28.4,0.6
578,2019-08-02,금,,1987,899,2886,26.1,25.6
579,2019-08-03,토,,1648,1037,2685,27.5,0.5
580,2019-08-04,일,,1508,960,2468,28.1,1.2
581,2019-08-05,월,구름 많음,656,397,1053,25.8,62.3
582,2019-08-06,화,구름 많음,6680,524,7204,26.3,26.9
583,2019-08-07,수,맑음,715,482,1197,28.4,
584,2019-08-08,목,소나기,710,540,1250,29.4,3.0
585,2019-08-09,금,맑음,500,386,886,28.3,8.6
586,2019-08-10,토,맑음,1080,705,1785,30.5,
587,2019-08-11,일,,1792,865,2657,31.6,
588,2019-08-12,월,,179,249,428,26.9,8.0
589,2019-08-13,화,,592,593,1185,28.9,0.0
590,2019-08-14,수,,407,465,872,29.8,
591,2019-08-15,목,비,598,522,1120,31.5,
592,2019-08-16,금,구름 많음,2833,754,3587,30.4,6.7
593,2019-08-17,토,구름 많음,3487,1943,5430,26.6,56.2
594,2019-08-18,일,맑음,5370,2300,7670,29.2,6.4
595,2019-08-19,월,맑음,1053,801,1854,30.4,
596,2019-08-20,화,,809,621,1430,25.9,16.2
597,2019-08-21,수,,691,637,1328,25.9,0.1
598,2019-08-22,목,,675,515,1190,25.9,0.0
599,2019-08-23,금,,981,882,1863,25.6,
600,2019-08-24,토,구름 많음,7057,3727,10784,26.3,
601,2019-08-25,일,맑음,8138,2869,11007,28.2,
602,2019-08-26,월,맑음,1002,819,1821,27.0,1.3
603,2019-08-27,화,구름 많음,921,790,1711,26.9,
604,2019-08-28,수,구름 많음,830,849,1679,26.2,
605,2019-08-29,목,비,4578,620,5198,24.1,
606,2019-08-30,금,소나기,1398,906,2304,25.0,
607,2019-08-31,토,맑음,10863,4565,15428,26.4,
608,2019-09-01,일,구름 많음,10416,4006,14422,25.7,20.0
609,2019-09-02,월,흐림,1127,867,1994,26.1,
610,2019-09-03,화,비,806,984,1790,23.4,36.9
611,2019-09-04,수,비,77,383,460,22.6,0.2
612,2019-09-05,목,비,307,457,764,23.5,
613,2019-09-06,금,구름 많음,517,481,998,23.7,
614,2019-09-08,일,,4444,1589,6033,24.4,
615,2019-09-09,월,,370,555,925,24.1,0.0
616,2019-09-10,화,,537,450,987,22.8,22.7
617,2019-09-11,수,흐림,1068,702,1770,23.0,36.4
618,2019-09-12,목,비,4032,1428,5460,25.3,2.4
619,2019-09-13,금,맑음,14805,5017,19822,25.7,2.8
620,2019-09-14,토,비,11457,4663,16120,24.7,0.0
621,2019-09-15,일,구름 많음,10628,3558,14186,25.1,0.0
622,2019-09-16,월,맑음,1769,1413,3182,23.8,63.2
623,2019-09-17,화,맑음,1037,1574,2611,24.3,7.6
624,2019-09-18,수,맑음,1385,1787,3172,21.0,3.9
625,2019-09-19,목,맑음,1400,2031,3431,23.3,0.1
626,2019-09-20,금,흐림,2772,1791,4563,22.4,0.3
627,2019-09-21,토,,6778,3349,10127,24.2,
628,2019-09-22,일,,479,647,1126,24.5,
629,2019-09-23,월,,1705,1294,2999,23.5,
630,2019-09-24,화,,1684,2452,4136,21.0,
631,2019-09-25,수,구름 많음,1822,2126,3948,19.5,
632,2019-09-26,목,,8647,2476,11123,19.6,
633,2019-09-27,금,구름 많음,1920,2704,4624,19.6,
634,2019-09-28,토,구름 많음,15517,7120,22637,18.6,0.4
635,2019-09-29,일,맑음,13878,5087,18965,20.0,
636,2019-09-30,월,맑음,2844,1254,4098,19.8,
637,2019-10-01,화,구름 많음,1613,1883,3496,20.9,
638,2019-10-02,수,비,1403,848,2251,22.9,
639,2019-10-03,목,구름 많음,11682,3655,15337,22.9,
640,2019-10-04,금,맑음,8694,3188,11882,23.7,
641,2019-10-05,토,비,11684,4684,16368,22.6,
642,2019-10-06,일,구름 많음,14534,5062,19596,22.4,
643,2019-10-07,월,비,111,342,453,,
644,2019-10-08,화,맑음,3931,2834,6765,23.1,
645,2019-10-09,수,맑음,19712,5821,25533,21.6,23.1
646,2019-10-10,목,흐림,2168,1984,4152,22.4,4.6
647,2019-10-11,금,맑음,3577,2867,6444,22.4,
648,2019-10-12,토,,14233,3832,18065,18.7,0.6
649,2019-10-13,일,,15106,3346,18452,18.1,
650,2019-10-14,월,,2041,1380,3421,14.8,25.4
651,2019-10-15,화,,2448,2380,4828,14.7,
652,2019-10-16,수,맑음,2045,2580,4625,13.6,
653,2019-10-17,목,,4377,2715,7092,15.2,
654,2019-10-18,금,,6025,2720,8745,18.8,
655,2019-10-19,토,,14563,4603,19166,17.9,
656,2019-10-20,일,,13232,2922,16154,17.2,
657,2019-10-21,월,맑음,2545,1590,4135,14.4,
658,2019-10-22,화,구름 많음,2197,2323,4520,14.5,
659,2019-10-23,수,구름 많음,3259,2281,5540,14.6,
660,2019-10-24,목,구름 많음,2235,2106,4341,15.4,
661,2019-10-25,금,맑음,5565,2568,8133,17.0,
662,2019-10-26,토,구름 많음,12671,4938,17609,17.0,
663,2019-10-27,일,구름 많음,13425,3267,16692,16.5,
664,2019-10-28,월,,1837,1481,3318,17.1,
665,2019-10-29,화,,2014,1777,3791,18.1,
666,2019-10-30,수,,10473,2472,12945,17.0,
667,2019-10-31,목,,2069,1945,4014,18.3,
668,2019-11-01,금,맑음,2153,1305,3458,16.7,0.0
669,2019-11-02,토,구름 많음,10248,3778,14026,10.0,
670,2019-11-03,일,구름 많음,9594,2354,11948,11.0,
671,2019-11-04,월,맑음,2100,1877,3977,12.9,1.7
672,2019-11-05,화,,1527,1917,3444,12.5,0.1
673,2019-11-06,수,,1599,1487,3086,11.2,
674,2019-11-07,목,,1789,1784,3573,14.8,
675,2019-11-08,금,,2696,1896,4592,14.9,
676,2019-11-09,토,맑음,9528,2857,12385,13.6,
677,2019-11-10,일,흐림,6981,2325,9306,14.7,
678,2019-11-11,월,,964,1280,2244,13.8,
679,2019-11-12,화,,1292,1575,2867,12.4,
680,2019-11-13,수,,290,790,1080,11.0,
681,2019-11-14,목,맑음,3142,748,3890,9.2,
682,2019-11-15,금,,203,415,618,6.8,
683,2019-11-16,토,,4251,1988,6239,9.5,
684,2019-11-17,일,,301,761,1062,10.0,11.8
685,2019-11-18,월,,355,538,893,11.2,1.1
686,2019-11-19,화,,2199,785,2984,9.3,
687,2019-11-20,수,,353,677,1030,7.2,7.5
688,2019-11-21,목,,360,800,1160,1.3,
689,2019-11-22,금,,773,927,1700,5.6,18.8
690,2019-11-23,토,구름 많음,5609,2232,7841,6.8,
691,2019-11-24,일,,2456,1293,3749,8.3,21.1
692,2019-11-25,월,,329,593,922,4.6,14.7
693,2019-11-26,화,,467,910,1377,0.2,0.0
694,2019-11-27,수,,505,718,1223,0.5,
695,2019-11-28,목,구름 많음,327,714,1041,4.2,
696,2019-11-29,금,맑음,17519,613,18132,9.7,
697,2019-11-30,토,구름 많음,2491,1236,3727,12.1,
698,2019-12-01,일,비,229,607,836,9.8,3.8
699,2019-12-02,월,,286,527,813,1.9,
700,2019-12-03,화,,119,577,696,6.6,
701,2019-12-04,수,,226,564,790,3.1,
702,2019-12-05,목,맑음,131,574,705,3.5,
703,2019-12-06,금,맑음,113,294,407,1.5,
704,2019-12-07,토,,497,829,1326,4.1,
705,2019-12-08,일,,1137,985,2122,,
706,2019-12-09,월,,165,456,621,4.6,3.3
707,2019-12-10,화,,136,572,708,-0.1,
708,2019-12-11,수,맑음,137,508,645,0.5,0.6
709,2019-12-12,목,,573,580,1153,2.0,0.0
710,2019-12-13,금,,237,512,749,-4.4,
711,2019-12-14,토,,1124,1058,2182,-5.9,
712,2019-12-15,일,,2325,1162,3487,-2.4,0.1
713,2019-12-16,월,,436,648,1084,-0.9,
714,2019-12-17,화,,159,314,473,3.2,0.0
715,2019-12-18,수,,907,671,1578,8.1,1.7
716,2019-12-19,목,,202,577,779,6.3,0.2
717,2019-12-20,금,,220,505,725,-0.7,
718,2019-12-21,토,,727,934,1661,2.1,1.0
719,2019-12-22,일,흐림,1161,806,1967,2.7,0.0
720,2019-12-23,월,구름 많음,281,418,699,5.3,
721,2019-12-24,화,맑음,362,597,959,7.8,
722,2019-12-25,수,흐림,2121,737,2858,7.7,9.8
723,2019-12-26,목,흐림,145,403,548,0.8,
724,2019-12-27,금,맑음,819,483,1302,-0.8,0.0
725,2019-12-28,토,흐림,1074,1036,2110,-1.1,0.0
726,2019-12-29,일,,6067,846,6913,-1.2,0.6
727,2019-12-30,월,,413,450,863,4.1,0.3
728,2019-12-31,화,,189,359,548,3.4,2.9
729,2020-01-01,수,흐림,774,465,1239,-2.2,0.1
730,2020-01-02,목,맑음,316,550,866,1.0,
731,2020-01-03,금,맑음,321,491,812,-0.1,
732,2020-01-04,토,맑음,1128,931,2059,1.2,
733,2020-01-05,일,맑음,1520,1201,2721,1.3,
734,2020-01-06,월,비,99,367,466,3.1,1.8
735,2020-01-07,화,비,21,260,281,6.3,46.3
736,2020-01-08,수,흐림,147,475,622,2.4,11.6
737,2020-01-09,목,맑음,726,556,1282,-1.2,
738,2020-01-10,금,맑음,278,508,786,-0.6,
739,2020-01-11,토,맑음,1109,852,1961,-0.1,
740,2020-01-12,일,구름 많음,1179,1001,2180,-1.0,
741,2020-01-13,월,맑음,250,482,732,-2.9,
742,2020-01-14,화,구름 많음,229,666,895,-2.3,
743,2020-01-15,수,맑음,298,559,857,-2.7,
744,2020-01-16,목,구름 많음,197,565,762,-1.7,
745,2020-01-17,금,맑음,281,393,674,-0.6,
746,2020-01-18,토,맑음,1248,1177,2425,0.3,
747,2020-01-19,일,맑음,678,861,1539,1.9,0.6
748,2020-01-20,월,맑음,325,436,761,0.7,
749,2020-01-21,화,맑음,236,527,763,-0.4,
750,2020-01-22,수,구름 많음,294,486,780,3.0,
751,2020-01-23,목,맑음,401,408,809,4.6,
752,2020-01-24,금,맑음,1459,582,2041,2.8,
753,2020-01-25,토,맑음,2931,869,3800,4.3,
754,2020-01-26,일,맑음,3625,972,4597,5.5,
755,2020-01-27,월,흐림,1353,883,2236,5.9,0.1
756,2020-01-28,화,흐림,393,532,925,6.8,0.0
757,2020-01-29,수,흐림,274,483,757,6.0,
758,2020-01-30,목,구름 많음,1530,483,2013,5.2,
759,2020-01-31,금,구름 많음,232,396,628,3.9,0.0
760,2020-02-01,토,구름 많음,546,705,1251,2.6,
761,2020-02-02,일,구름 많음,531,611,1142,1.5,
762,2020-02-03,월,맑음,175,346,521,-0.4,0.0
763,2020-02-04,화,흐림,113,367,480,-1.6,1.7
764,2020-02-05,수,맑음,62,239,301,-8.3,
765,2020-02-06,목,맑음,100,243,343,-6.4,
766,2020-02-07,금,흐림,115,300,415,-1.7,0.0
767,2020-02-08,토,맑음,687,626,1313,-0.1,0.0
768,2020-02-09,일,맑음,873,611,1484,-0.5,0.0
769,2020-02-10,월,맑음,343,417,760,4.0,0.0
770,2020-02-11,화,맑음,417,570,987,6.8,
771,2020-02-12,수,비,50,228,278,7.4,6.7
772,2020-02-13,목,흐림,251,470,721,6.5,
773,2020-02-14,금,맑음,533,516,1049,8.1,
774,2020-02-15,토,흐림,2145,1081,3226,9.8,2.0
775,2020-02-16,일,눈,231,434,665,-1.4,13.4
776,2020-02-17,월,눈,91,287,378,-5.9,1.0
777,2020-02-18,화,맑음,153,477,630,-4.1,
778,2020-02-19,수,맑음,254,568,822,1.0,
779,2020-02-20,목,맑음,362,520,882,4.6,
780,2020-02-21,금,흐림,200,365,565,6.7,4.2
781,2020-02-22,토,맑음,370,421,791,4.0,3.1
782,2020-02-23,일,맑음,1168,546,1714,2.5,
783,2020-02-24,월,구름 많음,248,271,519,7.0,
784,2020-02-25,화,비,14,63,77,6.7,16.6
785,2020-02-26,수,흐림,945,330,1275,6.4,0.0
786,2020-02-27,목,맑음,340,347,687,6.1,
787,2020-02-28,금,비,1105,105,1210,4.5,3.9
788,2020-02-29,토,맑음,821,563,1384,7.7,0.5
789,2020-03-01,일,흐림,635,427,1062,,
790,2020-03-02,월,맑음,286,280,566,,
791,2020-03-03,화,맑음,249,320,569,5.8,0.2
792,2020-03-04,수,비/눈,134,238,372,3.4,0.0
793,2020-03-05,목,맑음,305,280,585,4.8,
794,2020-03-06,금,맑음,443,350,793,2.2,0.0
795,2020-03-07,토,구름 많음,1522,616,2138,1.4,
796,2020-03-08,일,맑음,3451,1133,4584,3.7,
797,2020-03-09,월,흐림,540,380,920,7.0,
798,2020-03-10,화,비,20,114,134,9.3,
799,2020-03-11,수,맑음,672,445,1117,11.1,
800,2020-03-12,목,맑음,691,521,1212,6.4,11.8
801,2020-03-13,금,맑음,531,376,907,3.8,
802,2020-03-14,토,구름 많음,2590,979,3569,6.8,
803,2020-03-15,일,흐림,2009,674,2683,4.9,0.5
804,2020-03-16,월,맑음,472,397,869,3.6,
805,2020-03-17,화,구름 많음,298,298,596,4.0,
806,2020-03-18,수,맑음,1146,662,1808,3.6,
807,2020-03-19,목,맑음,52,126,178,6.6,
808,2020-03-20,금,구름 많음,966,603,1569,10.0,
809,2020-03-21,토,구름 많음,4666,1241,5907,9.1,0.0
810,2020-03-22,일,맑음,6341,1403,7744,8.8,
811,2020-03-23,월,맑음,1214,600,1814,12.8,
812,2020-03-24,화,맑음,1229,759,1988,11.0,
813,2020-03-25,수,맑음,1245,753,1998,10.6,
814,2020-03-26,목,흐림,683,535,1218,11.4,
815,2020-03-27,금,맑음,925,537,1462,12.5,
816,2020-03-28,토,맑음,4533,1654,6187,14.8,1.8
817,2020-03-29,일,맑음,7355,1467,8822,11.9,2.0
818,2020-03-30,월,맑음,1564,695,2259,7.7,
819,2020-03-31,화,맑음,1785,1009,2794,8.7,
820,2020-04-01,수,맑음,1411,908,2319,10.2,
821,2020-04-02,목,구름 많음,1932,1143,3075,11.9,
822,2020-04-03,금,맑음,2162,1055,3217,11.3,
823,2020-04-04,토,맑음,5974,1839,7813,9.3,
824,2020-04-05,일,맑음,5993,1700,7693,10.0,
825,2020-04-06,월,맑음,1601,960,2561,8.9,
826,2020-04-07,화,맑음,1459,974,2433,7.2,
827,2020-04-08,수,맑음,1548,1086,2634,9.3,
828,2020-04-09,목,구름 많음,1237,960,2197,10.6,
829,2020-04-10,금,구름 많음,1691,876,2567,9.4,
830,2020-04-11,토,맑음,4869,1612,6481,8.9,
831,2020-04-12,일,구름 많음,4518,1199,5717,10.7,
832,2020-04-13,월,맑음,1585,819,2404,9.9,
833,2020-04-14,화,맑음,2474,994,3468,9.9,
834,2020-04-15,수,맑음,5919,1473,7392,12.4,
835,2020-04-16,목,맑음,1652,996,2648,13.0,
836,2020-04-17,금,비,62,160,222,13.2,
837,2020-04-18,토,맑음,8281,2044,10325,16.0,
838,2020-04-19,일,흐림,2048,844,2892,12.5,6.5
839,2020-04-20,월,비,306,413,719,13.5,
840,2020-04-21,화,구름 많음,491,548,1039,12.3,10.3
841,2020-04-22,수,흐림,180,319,499,10.0,0.1
842,2020-04-23,목,구름 많음,2421,590,3011,7.4,
843,2020-04-24,금,맑음,967,605,1572,6.0,0.0
844,2020-04-25,토,구름 많음,5705,2152,7857,7.9,
845,2020-04-26,일,구름 많음,9962,2056,12018,9.9,
846,2020-04-27,월,구름 많음,1405,863,2268,13.1,
847,2020-04-28,화,맑음,1862,1118,2980,12.3,
848,2020-04-29,수,구름 많음,3271,985,4256,12.9,
849,2020-04-30,목,맑음,13003,3595,16598,13.9,
850,2020-05-01,금,맑음,12170,3563,15733,14.9,
851,2020-05-02,토,흐림,9814,3783,13597,17.1,
852,2020-05-03,일,흐림,8879,1680,10559,,
853,2020-05-04,월,구름 많음,7927,2073,10000,20.2,
854,2020-05-05,화,비,13523,12384,25907,20.3,0.0
855,2020-05-06,수,맑음,2411,1047,3458,21.8,0.0
856,2020-05-07,목,구름 많음,2825,1021,3846,20.2,
857,2020-05-08,금,구름 많음,1421,842,2263,16.0,
858,2020-05-09,토,비,189,332,521,19.4,
859,2020-05-10,일,구름 많음,5128,1743,6871,20.7,
860,2020-05-11,월,구름 많음,1142,672,1814,19.9,2.3
861,2020-05-12,화,맑음,908,879,1787,14.2,24.4
862,2020-05-13,수,맑음,1557,1087,2644,14.4,1.3
863,2020-05-14,목,구름 많음,1361,1038,2399,16.5,3.4
864,2020-05-15,금,비,29,193,222,14.3,0.7
865,2020-05-16,토,흐림,3405,1429,4834,16.1,
866,2020-05-17,일,구름 많음,7171,1704,8875,19.3,
867,2020-05-18,월,비,494,439,933,16.1,12.0
868,2020-05-19,화,비,293,315,608,16.7,2.5
869,2020-05-20,수,구름 많음,1780,1079,2859,19.1,0.0
870,2020-05-21,목,맑음,1873,1167,3040,19.1,29.8
871,2020-05-22,금,구름 많음,1559,1008,2567,13.0,19.0
872,2020-05-23,토,구름 많음,9514,2524,12038,14.4,0.0
873,2020-05-24,일,구름 많음,4814,1176,5990,17.4,
874,2020-05-25,월,구름 많음,1621,1028,2649,18.5,0.0
875,2020-05-26,화,구름 많음,1067,1024,2091,20.1,0.0
876,2020-05-27,수,맑음,6654,1289,7943,17.1,14.5
877,2020-05-28,목,구름 많음,1581,1248,2829,16.6,
878,2020-05-29,금,맑음,1621,890,2511,16.2,1.5
879,2020-05-30,토,구름 많음,5887,2270,8157,17.4,
880,2020-05-31,일,구름 많음,5962,1784,7746,18.7,0.0
881,2020-06-01,월,맑음,1455,964,2419,20.7,
882,2020-06-02,화,비,238,520,758,22.6,
883,2020-06-03,수,맑음,942,945,1887,21.2,1.0
884,2020-06-04,목,맑음,994,948,1942,19.7,0.4
885,2020-06-05,금,맑음,1360,908,2268,17.9,2.0
886,2020-06-06,토,맑음,6913,2333,9246,22.0,
887,2020-06-07,일,맑음,6121,2185,8306,21.9,0.2
888,2020-06-08,월,맑음,879,920,1799,23.0,
889,2020-06-09,화,맑음,663,921,1584,24.6,
890,2020-06-10,수,구름 많음,703,843,1546,22.7,
891,2020-06-11,목,맑음,752,813,1565,25.0,
892,2020-06-12,금,흐림,966,853,1819,26.7,
893,2020-06-13,토,구름 많음,3208,1413,4621,25.8,6.2
894,2020-06-14,일,맑음,4904,1629,6533,26.1,0.0
895,2020-06-15,월,맑음,933,860,1793,24.7,
896,2020-06-16,화,맑음,708,994,1702,26.9,0.0
897,2020-06-17,수,구름 많음,743,950,1693,24.0,1.1
898,2020-06-18,목,구름 많음,2199,1065,3264,23.0,
899,2020-06-19,금,구름 많음,1034,792,1826,24.4,
900,2020-06-20,토,맑음,4342,1677,6019,24.3,
901,2020-06-21,일,맑음,4052,1460,5512,23.4,
902,2020-06-22,월,맑음,466,509,975,24.7,0.1
903,2020-06-23,화,구름 많음,541,800,1341,24.9,
904,2020-06-24,수,비,42,217,259,26.1,
905,2020-06-25,목,,306,461,767,28.6,
906,2020-06-26,금,흐림,8612,803,9415,27.3,0.0
907,2020-06-27,토,맑음,5238,1606,6844,22.3,37.6
908,2020-06-28,일,맑음,4854,1785,6639,21.6,13.3
909,2020-06-29,월,흐림,1029,674,1703,21.8,2.1
910,2020-06-30,화,비,208,450,658,24.1,0.0
911,2020-07-01,수,구름 많음,842,884,1726,25.2,
912,2020-07-02,목,흐림,838,779,1617,23.8,11.9
913,2020-07-03,금,구름 많음,880,819,1699,20.1,64.7
914,2020-07-04,토,맑음,5427,1738,7165,,
915,2020-07-05,일,구름 많음,5593,1522,7115,21.1,0.0
916,2020-07-06,월,구름 많음,764,597,1361,24.2,
917,2020-07-07,화,구름 많음,732,834,1566,25.5,0.1
918,2020-07-08,수,맑음,643,640,1283,24.2,1.6
919,2020-07-09,목,맑음,513,763,1276,23.8,
920,2020-07-10,금,비,1128,435,1563,25.6,
921,2020-07-11,토,흐림,4997,1525,6522,24.1,0.0
922,2020-07-12,일,구름 많음,5039,1593,6632,25.5,
923,2020-07-13,월,비,40,126,166,27.5,
924,2020-07-14,화,흐림,731,869,1600,24.5,2.2
925,2020-07-15,수,맑음,1013,932,1945,25.8,
926,2020-07-16,목,구름 많음,746,759,1505,23.5,2.9
927,2020-07-17,금,소나기,713,669,1382,18.7,47.6
928,2020-07-18,토,구름 많음,5304,1670,6974,20.3,11.5
929,2020-07-19,일,비,1400,590,1990,23.4,
930,2020-07-20,월,흐림,411,366,777,25.0,
931,2020-07-21,화,구름 많음,757,926,1683,26.0,0.0
932,2020-07-22,수,비,187,438,625,26.1,
933,2020-07-23,목,비,29,312,341,24.0,29.1
934,2020-07-24,금,흐림,329,444,773,23.8,3.6
935,2020-07-25,토,흐림,6924,1945,8869,25.0,0.0
936,2020-07-26,일,구름 많음,6433,1790,8223,23.7,11.5
937,2020-07-27,월,비,392,495,887,21.1,103.1
938,2020-07-28,화,흐림,597,746,1343,22.5,2.9
939,2020-07-29,수,비,4171,313,4484,24.3,0.0
940,2020-07-30,목,흐림,1243,734,1977,25.4,0.0
941,2020-07-31,금,소나기,1995,927,2922,24.3,2.2
942,2020-08-01,토,비,922,829,1751,24.4,0.4
943,2020-08-02,일,,336,408,744,23.7,50.1
944,2020-08-03,월,비,183,141,324,25.3,0.1
945,2020-08-04,화,비,758,490,1248,26.2,1.5
946,2020-08-05,수,비,336,371,707,25.3,39.1
947,2020-08-06,목,비,570,288,858,24.9,31.4
948,2020-08-07,금,흐림,1474,664,2138,25.0,102.6
949,2020-08-08,토,비,1811,1105,2916,27.0,3.9
950,2020-08-09,일,비,61,189,250,26.5,18.5
951,2020-08-10,월,비,416,359,775,24.1,75.7
952,2020-08-11,화,비,334,354,688,24.3,0.0
953,2020-08-12,수,흐림,1216,801,2017,24.2,19.1
954,2020-08-13,목,흐림,856,691,1547,24.9,50.3
955,2020-08-14,금,비,524,429,953,26.5,44.6
956,2020-08-15,토,비,689,473,1162,24.6,97.0
957,2020-08-16,일,흐림,5527,1178,6705,27.2,
958,2020-08-17,월,구름 많음,2702,1178,3880,28.0,
959,2020-08-18,화,맑음,410,391,801,27.1,0.4
960,2020-08-19,수,맑음,1263,336,1599,26.1,69.0
961,2020-08-20,목,맑음,220,336,556,27.4,
962,2020-08-21,금,비,197,310,507,28.2,
963,2020-08-22,토,소나기,375,601,976,27.5,
964,2020-08-23,일,맑음,1225,698,1923,27.1,
